"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","Opponent","Score","Ros","+/-","IP","ERA","WHIP","K","L","QS","K/BB","SVH","H/AB","R","RBI","HR","SB","SO","AVG","OPS","GP"
"*05nso*","Abner Uribe","MIL","RP","333","BOS","Active","25","PHI Sun 2:10PM","61.67","78%","-2%","23.2","3.80","1.225","25","2","0","2.50","12","0/0","0","0","0","0","0","0",".000","25"
"*05uo2*","Logan Henderson","MIL","SP","334","SSP","Inj Res","24","PHI Sun 2:10PM","61.64","85%","-1%","23","2.74","1.043","30","1","1","5.00","0","0/0","0","0","0","0","0","0",".000","5"
"*062ob*","Jose Ferrer","SEA","RP","336","PAW","Active","26","@WSH Sun 1:35PM","61.61","34%","-1%","30.1","2.97","1.418","26","1","0","3.25","11","0/0","0","0","0","0","0","0",".000","34"
"*04xne*","Yoendrys Gomez","MIN","SP,RP","341","45s","Active","26","STL Sun 2:10PM","61.37","40%","0%","32.2","4.13","1.439","32","0","0","1.88","10","0/0","0","0","0","0","0","0",".000","27"
"*04yid*","Ryne Nelson","ARI","SP,RP","345","MN","Active","28","@CIN Sun 1:40PM","61.13","78%","0%","76.1","5.19","1.231","57","5","5","2.59","0","0/0","0","0","0","0","0","0",".000","14"
"*05144*","Hunter Brown","HOU","SP","347","SSP","Inj Res","27","@KC Sun 2:10PM","61.04","99%","0%","10.2","0.84","1.031","17","0","1","2.83","0","0/0","0","0","0","0","0","0",".000","2"
"*04cwf*","Shane Baz","BAL","SP","349","AKR","Reserve","26","SD Sun 1:35PM","60.91","89%","-1%","82","4.06","1.390","67","6","4","2.09","0","0/0","0","0","0","0","0","0",".000","14"
"*05gdz*","Roki Sasaki","LAD","SP","350","AKR","Active","24","@CHW Sun 2:10PM","60.9","93%","+1%","62.1","4.76","1.332","64","4","3","2.67","0","0/0","0","0","0","0","0","0",".000","12"
"*02n96*","Josh Hader","HOU","RP","352","BOS","Active","32","@KC Sun 2:10PM","60.83","96%","0%","5","0.00","0.200","7","0","0","7.00","2","0/0","0","0","0","0","0","0",".000","5"
"*05yb8*","Chad Patrick","MIL","SP,RP","355","KCP","Reserve","27","PHI Sun 2:10PM","60.65","58%","-1%","53.2","3.35","1.304","42","3","1","2.00","5","0/0","0","0","0","0","0","0",".000","19"
"*041mb*","Anthony Kay","CHW","SP,RP","356","ALASKA","Active","31","LAD Sun 2:10PM","60.6","42%","-7%","66.1","4.34","1.417","53","1","2","1.96","0","0/0","0","0","0","0","0","0",".000","14"
"*0425t*","Bailey Ober","MIN","SP","358","MN","Reserve","30","STL Sun 2:10PM","60.54","74%","-3%","66.2","4.59","1.215","46","3","4","2.56","0","0/0","0","0","0","0","0","0",".000","12"
"*04ali*","Edward Cabrera","CHC","SP","359","Rome","Reserve","28","@SF Sun 3:10PM","60.51","89%","-4%","63","4.86","1.413","58","3","4","2.52","0","0/0","0","0","0","0","0","0",".000","12"
"*02c2r*","Carlos Rodon","NYY","SP","361","BOS","Reserve","33","@TOR Sun 1:37PM","60.38","95%","0%","31","3.19","1.194","34","2","3","1.79","0","0/0","0","0","0","0","0","0",".000","6"
"*06apx*","Trey Yesavage","TOR","SP","363","45s","Active","22","NYY Sun 1:37PM","60.17","98%","0%","47.2","3.78","1.259","47","3","2","1.88","0","0/0","0","0","0","0","0","0",".000","9"
"*05a29*","Carmen Mlodzinski","PIT","SP,RP","364","GOATS","Active","27","MIA Sun 12:15PM","60.16","30%","-2%","62.2","4.02","1.404","52","3","1","2.26","1","0/0","0","0","0","0","0","0",".000","13"
"*03aac*","Walker Buehler","SD","SP","367","MN","Reserve","31","@BAL Sun 1:35PM","60.08","44%","-1%","62.1","4.33","1.348","53","3","3","2.41","0","0/0","0","0","0","0","0","0",".000","13"
"*04mlx*","Matthew Liberatore","STL","SP","373","Rome","Reserve","26","@MIN Sun 2:10PM","59.56","57%","-3%","70.2","4.71","1.500","65","3","3","2.41","0","0/0","0","0","0","0","0","0",".000","14"
"*04mlr*","Jeffrey Springs","ATH","SP","374","BOS","Active","33","COL Sun 3:05PM","59.47","69%","-5%","75","4.68","1.293","63","6","4","2.74","0","0/0","0","0","0","0","0","0",".000","14"
"*05uc4*","Troy Melton","DET","SP,RP","378","SSP","Active","25","@CLE Sun 1:40PM","59.13","72%","+1%","25.2","2.81","1.013","14","0","2","2.33","0","0/0","0","0","0","0","0","0",".000","4"
"*04azu*","Kumar Rocker","TEX","SP","379","AKR","Reserve","26","@BOS Sun 7:20PM","59.08","54%","+1%","65.2","3.56","1.340","52","5","3","1.86","0","0/0","0","0","0","0","0","0",".000","13"
"*04ehz*","Jeremiah Estrada","SD","RP","384","SSP","Active","27","@BAL Sun 1:35PM","58.91","44%","-4%","20.2","3.48","1.113","23","2","0","2.30","7","0/0","0","0","0","0","0","0",".000","21"
"*025j1*","Robbie Ray","SF","SP","385","BOS","Active","34","CHC Sun 3:10PM","58.9","91%","-1%","73.1","4.42","1.391","66","6","4","1.83","0","0/0","0","0","0","0","0","0",".000","14"
"*04pq4*","Kyle Bradish","BAL","SP","386","MN","Reserve","29","SD Sun 1:35PM","58.86","96%","-1%","73.1","4.30","1.568","73","7","5","1.87","0","0/0","0","0","0","0","0","0",".000","14"
"*01srb*","Jameson Taillon","CHC","SP","387","ALASKA","Reserve","34","@SF Sun 3:10PM","58.85","48%","-11%","67.2","5.19","1.300","59","5","4","2.57","0","0/0","0","0","0","0","0","0",".000","13"
"*02i3o*","Aaron Nola","PHI","SP","391","GOATS","Reserve","33","@MIL Sun 2:10PM","58.75","83%","-4%","70.2","5.86","1.472","71","4","4","2.96","0","0/0","0","0","0","0","0","0",".000","14"
"*04zay*","Kai-Wei Teng","HOU","SP,RP","394","KCP","Reserve","27","@KC Sun 2:10PM","58.41","50%","-7%","51","3.71","1.275","49","5","1","2.04","3","0/0","0","0","0","0","0","0",".000","20"
"*01spo*","Gerrit Cole","NYY","SP","395","GOATS","Reserve","35","@TOR Sun 1:37PM","58.41","98%","0%","22","2.45","1.045","18","1","2","3.00","0","0/0","0","0","0","0","0","0",".000","4"
"*04y9o*","Jack Leiter","TEX","SP","399","DOB","Reserve","26","@BOS Sun 7:20PM","58.27","88%","-2%","76","4.97","1.408","79","6","2","2.39","0","0/0","0","0","0","0","0","0",".000","14"
"*02bu3*","Brandon Woodruff","MIL","SP","400","DOB","Inj Res","33","PHI Sun 2:10PM","58.2","95%","0%","30","3.60","1.033","25","1","2","3.57","0","0/0","0","0","0","0","0","0",".000","6"
"*06guh*","Brandyn Garcia","ARI","RP","402","Rome","Active","26","@CIN Sun 1:40PM","58.08","8%","0%","14.2","3.07","0.955","13","1","0","3.25","5","0/0","0","0","0","0","0","0",".000","17"
"*05y2k*","Mason Montgomery","PIT","SP,RP","403","PAW","Reserve","25","MIA Sun 12:15PM","58.02","20%","-2%","27","4.33","1.407","34","1","0","2.43","7","0/0","0","0","0","0","0","0",".000","27"
"*05yj0*","Chase Dollander","COL","SP,RP","416","ALASKA","Reserve","24","@ATH Sun 3:05PM","57.4","60%","-1%","44","3.89","1.295","47","3","1","2.61","0","0/0","0","0","0","0","0","0",".000","10"
"*05oqe*","Ty Madden","DET","SP,RP","417","ALASKA","Minors","26","@CLE Sun 1:40PM","57.39","26%","-5%","20","3.15","1.050","23","0","0","4.60","0","0/0","0","0","0","0","0","0",".000","7"
"*03ann*","Jeff Hoffman","TOR","RP","422","45s","Active","33","NYY Sun 1:37PM","57.22","69%","-4%","29.1","5.83","1.636","50","4","0","4.55","12","0/0","0","0","0","0","0","0",".000","32"
"*0311c*","Devin Williams","NYM","RP","423","GOATS","Active","31","ATL Sun 1:40PM","57.19","93%","-1%","23.1","5.01","1.500","37","2","0","2.64","10","0/0","0","0","0","0","0","0",".000","26"
"*04up8*","Lazaro Estrada","TOR","RP","428","KCP","Minors","27","NYY Sun 1:37PM","57.05","3%","0%","4","0.00","0.500","3","0","0","1.50","0","0/0","0","0","0","0","0","0",".000","1"
"*03ab0*","Luis Severino","ATH","SP","441","BOS","Reserve","32","COL Sun 3:05PM","56.51","48%","-3%","62.2","4.16","1.468","65","6","3","2.10","0","0/0","0","0","0","0","0","0",".000","12"
"*05y40*","Eduardo Rivera","BOS","SP","445","KCP","Minors","23","TEX Sun 7:20PM","56.45","14%","0%","3.1","0.00","0.300","3","0","0","3.03","0","0/0","0","0","0","0","0","0",".000","1"
"*0403o*","Andres Munoz","SEA","RP","460","GOATS","Active","27","@WSH Sun 1:35PM","55.95","96%","-1%","24.1","5.18","1.356","37","4","0","3.70","10","0/0","0","0","0","0","0","0",".000","26"
"*06ahu*","Sean Sullivan","COL","SP","461","PAW","Reserve","23","@ATH Sun 3:05PM","55.94","7%","+2%","3","0.00","0.667","2","0","0","2.02","0","0/0","0","0","0","0","0","0",".000","1"
"*04tk1*","Slade Cecconi","CLE","SP","462","SUGA","Reserve","26","DET Sun 1:40PM","55.94","42%","+1%","72.2","4.83","1.445","61","5","3","2.65","0","0/0","0","0","0","0","0","0",".000","14"
"*05t9g*","Gage Jump","ATH","SP","472","45s","Reserve","23","COL Sun 3:05PM","55.56","72%","+3%","23.1","3.09","1.114","19","1","2","3.17","0","0/0","0","0","0","0","0","0",".000","4"
"*05jq7*","Kyle Hurt","LAD","SP,RP","474","Rome","Active","28","@CHW Sun 2:10PM","55.48","22%","-3%","21.1","4.22","1.219","27","1","0","3.00","6","0/0","0","0","0","0","0","0",".000","22"
"*05gww*","Cade Horton","CHC","SP","482","ALASKA","Inj Res","24","@SF Sun 3:10PM","55.09","65%","0%","7.1","2.45","0.818","4","0","1","2.00","0","0/0","0","0","0","0","0","0",".000","2"
"*05jnq*","Clayton Beeter","WSH","RP","490","GOATS","Minors","27","SEA Sun 1:35PM","54.58","40%","-2%","19.1","3.72","1.293","19","1","0","1.46","7","0/0","0","0","0","0","0","0",".000","18"
"*03db4*","Jonathan Loaisiga","ARI","RP","497","ALASKA","Active","31","@CIN Sun 1:40PM","54.37","7%","0%","26","3.12","1.192","17","2","0","2.43","5","0/0","0","0","0","0","0","0",".000","29"
"*04q08*","Kyle Leahy","STL","SP,RP","501","BOS","Active","29","@MIN Sun 2:10PM","54.19","30%","-3%","64","4.64","1.594","52","3","1","2.08","0","0/0","0","0","0","0","0","0",".000","13"
"*02bzn*","Colin Rea","CHC","SP","502","ALASKA","Active","35","@SF Sun 3:10PM","54.14","45%","-1%","69.1","5.19","1.428","54","4","2","2.16","1","0/0","0","0","0","0","0","0",".000","14"
"*03ql5*","Ryan Helsley","BAL","RP","503","BOS","Reserve","31","SD Sun 1:35PM","54.14","92%","0%","10.2","2.53","1.313","15","2","0","2.14","7","0/0","0","0","0","0","0","0",".000","12"
"*04b01*","Tomoyuki Sugano","COL","SP","504","GOATS","Active","36","@ATH Sun 3:05PM","54.07","33%","0%","68.1","4.08","1.288","39","4","3","1.95","0","0/0","0","0","0","0","0","0",".000","13"
"*05mre*","Spencer Strider","ATL","SP","507","Rome","Inj Res","27","@NYM Sun 1:40PM","53.97","99%","0%","39","5.31","1.359","46","2","2","2.30","0","0/0","0","0","0","0","0","0",".000","8"
"*0317q*","Griffin Jax","TB","SP,RP","508","GOATS","Active","31","@LAA Sun 4:07PM","53.89","63%","-3%","44","3.68","1.364","41","5","0","2.28","2","0/0","0","0","0","0","0","0",".000","20"
"*03nuc*","Luis Castillo","SEA","SP","510","GOATS","Reserve","33","@WSH Sun 1:35PM","53.86","83%","+1%","66.2","5.00","1.380","65","6","1","2.60","1","0/0","0","0","0","0","0","0",".000","14"
"*04ejp*","James Karinchak","ATL","RP","514","MN","Active","30","@NYM Sun 1:40PM","53.65","3%","+1%","1","0.00","1.000","1","0","0","1.01","0","0/0","0","0","0","0","0","0",".000","1"
"*01svz*","Kenley Jansen","DET","RP","522","BOS","Reserve","38","@CLE Sun 1:40PM","53.13","76%","-1%","16","4.50","1.125","21","3","0","2.33","8","0/0","0","0","0","0","0","0",".000","19"
"*04k0w*","Camilo Doval","NYY","RP","524","SSP","Active","28","@TOR Sun 1:37PM","53.06","24%","-1%","25.2","5.26","1.208","23","0","0","4.60","4","0/0","0","0","0","0","0","0",".000","30"
"*0518g*","Trevor McDonald","SF","SP","526","KCP","Active","25","CHC Sun 3:10PM","53.01","49%","-3%","42.2","4.64","1.289","41","4","3","2.73","0","0/0","0","0","0","0","0","0",".000","8"
"*05u2q*","Blade Tidwell","SF","SP,RP","528","KCP","Minors","25","CHC Sun 3:10PM","52.92","16%","0%","12","3.00","1.083","10","0","0","3.33","2","0/0","0","0","0","0","0","0",".000","8"
"*05rik*","Bubba Chandler","PIT","SP","532","SSP","Active","23","MIA Sun 12:15PM","52.68","89%","-1%","68","4.76","1.382","68","7","1","1.66","0","0/0","0","0","0","0","0","0",".000","14"
"*03btm*","Jose Alvarado","PHI","RP","537","KCP","Active","31","@MIL Sun 2:10PM","52.59","15%","-1%","25","5.76","1.640","33","1","0","3.67","9","0/0","0","0","0","0","0","0",".000","31"
"*041yb*","Dean Kremer","BAL","SP","542","KCP","Inj Res","30","SD Sun 1:35PM","52.29","34%","0%","11","4.09","0.909","16","1","1","8.00","0","0/0","0","0","0","0","0","0",".000","2"
"*0515o*","Brandon Sproat","MIL","SP","550","SSP","Active","25","PHI Sun 2:10PM","51.99","46%","-2%","60","5.70","1.483","57","4","2","1.90","0","0/0","0","0","0","0","0","0",".000","13"
"*05joq*","Connor Prielipp","MIN","SP","551","PAW","Active","25","STL Sun 2:10PM","51.98","46%","-4%","49.2","5.26","1.349","51","4","1","2.55","0","0/0","0","0","0","0","0","0",".000","10"
"*041ma*","Cole Ragans","KC","SP","559","SUGA","Inj Res","28","HOU Sun 2:10PM","51.67","97%","0%","35.1","4.84","1.415","45","4","3","1.96","0","0/0","0","0","0","0","0","0",".000","8"
"*03yui*","Alex Lange","KC","RP","563","DOB","Active","30","HOU Sun 2:10PM","51.62","45%","+8%","32.2","4.13","1.439","35","4","0","1.84","5","0/0","0","0","0","0","0","0",".000","30"
"*060u3*","Andrew Alvarez","WSH","SP,RP","564","DOB","Reserve","27","SEA Sun 1:35PM","51.62","22%","0%","24.1","3.70","1.438","26","0","0","2.36","3","0/0","0","0","0","0","0","0",".000","7"
"*05tzo*","J.R. Ritchie","ATL","SP","587","DOB","Minors","22","@NYM Sun 1:40PM","50.57","49%","+1%","30.2","3.82","1.337","26","1","1","1.44","0","0/0","0","0","0","0","0","0",".000","6"
"*05rgq*","Kendry Rojas","MIN","SP","588","PAW","Inj Res","23","STL Sun 2:10PM","50.31","21%","0%","14.1","1.26","1.465","14","0","0","1.40","1","0/0","0","0","0","0","0","0",".000","5"
"*05u4l*","Daniel Palencia","CHC","RP","589","DOB","Reserve","26","@SF Sun 3:10PM","50.29","88%","-1%","15.2","2.87","1.404","16","1","0","3.20","3","0/0","0","0","0","0","0","0",".000","18"
"*03poq*","Tony Santillan","CIN","RP","591","MN","Reserve","29","ARI Sun 1:40PM","50.21","33%","-6%","27","5.67","1.519","25","3","0","1.92","14","0/0","0","0","0","0","0","0",".000","31"
"*041qr*","Aaron Civale","ATH","SP","592","ALASKA","Reserve","31","COL Sun 3:05PM","50.13","36%","-2%","55.2","4.20","1.473","39","2","1","2.29","0","0/0","0","0","0","0","0","0",".000","11"
"*066cf*","Zebby Matthews","MIN","SP","593","SSP","Active","26","STL Sun 2:10PM","50.07","74%","-2%","36.1","5.20","1.183","30","4","4","3.33","0","0/0","0","0","0","0","0","0",".000","6"
"*04etg*","Janson Junk","MIA","SP","596","GOATS","Reserve","30","@PIT Sun 12:15PM","50.03","27%","-2%","60","4.80","1.300","43","5","2","3.31","0","0/0","0","0","0","0","0","0",".000","11"
"*061bo*","Rhett Lowder","CIN","SP","603","KCP","Active","24","ARI Sun 1:40PM","49.89","63%","-1%","47","4.60","1.426","37","3","3","1.48","0","0/0","0","0","0","0","0","0",".000","10"
"*05yj3*","Josh Ekness","MIA","RP","610","ALASKA","Minors","24","@PIT Sun 12:15PM","49.62","5%","0%","5.1","1.69","1.313","5","0","0","1.00","1","0/0","0","0","0","0","0","0",".000","6"
"*03d6w*","Jack Flaherty","DET","SP","611","DOB","Reserve","30","@CLE Sun 1:40PM","49.52","71%","0%","65.2","5.35","1.569","78","8","1","2.29","0","0/0","0","0","0","0","0","0",".000","15"
"*03r06*","Ryan Feltner","COL","SP","626","ALASKA","Reserve","29","@ATH Sun 3:05PM","48.62","13%","+3%","36.1","5.20","1.211","26","2","2","2.00","0","0/0","0","0","0","0","0","0",".000","8"
"*03pj4*","Cody Ponce","TOR","SP","629","45s","Inj Res","32","NYY Sun 1:37PM","48.54","43%","0%","2.1","3.86","0.857","3","0","0","3.00","0","0/0","0","0","0","0","0","0",".000","1"
"*0512u*","Jack Kochanowicz","LAA","SP","631","ALASKA","Reserve","25","TB Sun 4:07PM","48.3","24%","-9%","64","6.19","1.578","47","5","5","1.31","0","0/0","0","0","0","0","0","0",".000","13"
"*05y6w*","Hunter Dobbins","STL","SP","636","DOB","Reserve","26","@MIN Sun 2:10PM","47.86","29%","+8%","17.1","3.63","1.385","19","0","0","2.71","1","0/0","0","0","0","0","0","0",".000","4"
"*0316j*","Nick Pivetta","SD","SP","642","GOATS","Inj Res","33","@BAL Sun 1:35PM","47.63","85%","-1%","16","4.50","1.125","24","2","0","4.00","0","0/0","0","0","0","0","0","0",".000","4"
"*04g1x*","David Peterson","NYM","SP,RP","646","PAW","Reserve","30","ATL Sun 1:40PM","47.39","40%","-1%","61","5.75","1.639","57","5","0","2.19","2","0/0","0","0","0","0","0","0",".000","14"
"*02hj7*","Merrill Kelly","ARI","SP","649","BOS","Active","37","@CIN Sun 1:40PM","47.25","73%","-5%","64.1","5.46","1.446","38","5","5","1.41","0","0/0","0","0","0","0","0","0",".000","11"
"*02n4s*","Matthew Boyd","CHC","SP","651","PAW","Inj Res","35","@SF Sun 3:10PM","47.21","82%","0%","24","6.00","1.292","31","1","1","5.17","0","0/0","0","0","0","0","0","0",".000","5"
"*04pvl*","Mike Burrows","HOU","SP","652","SUGA","Reserve","26","@KC Sun 2:10PM","46.98","48%","-7%","78.1","5.86","1.583","65","8","3","2.17","0","0/0","0","0","0","0","0","0",".000","14"
"*041ps*","Nick Lodolo","CIN","SP","655","PAW","Reserve","28","ARI Sun 1:40PM","46.84","92%","-2%","38","5.21","1.447","30","1","2","2.00","0","0/0","0","0","0","0","0","0",".000","7"
"*03qju*","Garrett Cleavinger","TB","RP","661","PAW","Reserve","32","@LAA Sun 4:07PM","46.52","25%","-1%","15.2","5.74","1.532","22","2","0","2.44","10","0/0","0","0","0","0","0","0",".000","18"
"*05jpk*","Joe Boyle","TB","SP","666","ALASKA","Reserve","26","@LAA Sun 4:07PM","46.33","33%","-1%","15.2","5.17","1.085","16","1","1","2.67","0","0/0","0","0","0","0","0","0",".000","3"
"*03qo0*","Pete Fairbanks","MIA","RP","669","BOS","Reserve","32","@PIT Sun 12:15PM","46.07","78%","-2%","19","6.63","1.474","27","3","0","2.45","10","0/0","0","0","0","0","0","0",".000","21"
"*03d6n*","Erick Fedde","CHW","SP,RP","687","KCP","Reserve","33","LAD Sun 2:10PM","45.42","16%","0%","63.1","4.69","1.389","40","5","1","1.67","0","0/0","0","0","0","0","0","0",".000","13"
"*041qo*","Zac Gallen","ARI","SP","689","SUGA","Reserve","30","@CIN Sun 1:40PM","45.37","78%","-3%","69.2","5.43","1.550","46","5","2","2.19","0","0/0","0","0","0","0","0","0",".000","14"
"*026l1*","Lance McCullers Jr.","HOU","SP","692","ALASKA","Reserve","32","@KC Sun 2:10PM","45.26","25%","-1%","39.1","6.86","1.525","43","3","2","1.95","0","0/0","0","0","0","0","0","0",".000","8"
"*04tlv*","Bryan Abreu","HOU","RP","693","MN","Reserve","29","@KC Sun 2:10PM","45.23","48%","-3%","23.1","6.56","1.929","31","3","0","1.29","10","0/0","0","0","0","0","0","0",".000","27"
"*041am*","Lucas Erceg","KC","RP","697","SUGA","Active","31","HOU Sun 2:10PM","44.97","53%","-11%","26.1","5.81","1.937","22","3","0","1.16","14","0/0","0","0","0","0","0","0",".000","28"
"*05ajh*","Garrett Crochet","BOS","SP","700","PAW","Inj Res","26","TEX Sun 7:20PM","44.88","99%","0%","30","6.30","1.467","37","3","3","3.36","0","0/0","0","0","0","0","0","0",".000","6"
"*05lg3*","Brandon Pfaadt","ARI","SP,RP","702","MN","Active","27","@CIN Sun 1:40PM","44.84","36%","-2%","38","5.92","1.500","31","1","1","1.82","2","0/0","0","0","0","0","0","0",".000","13"
"*05g4k*","Mick Abel","MIN","SP","716","KCP","Inj Res","24","STL Sun 2:10PM","44.32","65%","+2%","20.1","3.98","1.574","23","2","2","2.30","0","0/0","0","0","0","0","0","0",".000","4"
"*031d4*","Zack Littell","WSH","SP","721","MN","Active","30","SEA Sun 1:35PM","44.19","49%","+2%","66","5.32","1.348","39","5","1","1.86","0","0/0","0","0","0","0","0","0",".000","14"
"*0312g*","Tyler Mahle","SF","SP","730","KCP","Reserve","31","CHC Sun 3:10PM","43.67","33%","-1%","56.2","6.04","1.535","57","7","1","2.38","0","0/0","0","0","0","0","0","0",".000","11"
"*05uc7*","Noah Schultz","CHW","SP","735","KCP","Minors","22","LAD Sun 2:10PM","43.49","60%","-1%","38.2","5.82","1.345","33","4","2","1.50","0","0/0","0","0","0","0","0","0",".000","8"
"*046yd*","Dennis Santana","PIT","RP","736","SSP","Active","30","MIA Sun 12:15PM","43.43","40%","-4%","28","4.82","1.536","22","3","0","1.38","6","0/0","0","0","0","0","0","0",".000","30"
"*04ak5*","Trevor Rogers","BAL","SP","740","DOB","Reserve","28","SD Sun 1:35PM","42.94","74%","0%","60","6.15","1.483","44","6","3","2.20","0","0/0","0","0","0","0","0","0",".000","12"
"*06ktn*","Tatsuya Imai","HOU","SP","746","MN","Minors","28","@KC Sun 2:10PM","42.64","84%","+1%","35","6.43","1.514","37","3","2","1.54","0","0/0","0","0","0","0","0","0",".000","9"
"*02c2h*","Chris Bassitt","BAL","SP","750","MN","Reserve","37","SD Sun 1:35PM","42.24","42%","-5%","56.1","5.27","1.633","37","4","2","1.68","0","0/0","0","0","0","0","0","0",".000","12"
"*05r3i*","Andrew Painter","PHI","SP","769","Rome","Reserve","23","@MIL Sun 2:10PM","41.4","73%","-4%","63","6.43","1.571","50","7","2","2.27","0","0/0","0","0","0","0","0","0",".000","13"
"*05h2u*","Jared Jones","PIT","SP","797","45s","Reserve","24","MIA Sun 12:15PM","40.25","85%","0%","13.1","4.72","1.425","14","0","0","2.80","0","0/0","0","0","0","0","0","0",".000","3"
"*05yf9*","Carlos Rodriguez","MIL","RP","810","MN","Minors","24","PHI Sun 2:10PM","39.63","5%","0%","9.1","3.86","1.500","8","0","0","2.00","0","0/0","0","0","0","0","0","0",".000","4"
"*0658b*","Jonah Tong","NYM","SP","837","SSP","Reserve","22","ATL Sun 1:40PM","38.15","63%","-5%","10","3.60","1.500","7","1","0","1.00","0","0/0","0","0","0","0","0","0",".000","3"
"*05raz*","Chase Petty","CIN","SP","843","AKR","Active","23","ARI Sun 1:40PM","37.61","25%","0%","13","5.54","1.154","3","1","0","1.00","0","0/0","0","0","0","0","0","0",".000","4"
"*04t40*","Brayan Bello","BOS","SP","844","SUGA","Reserve","27","TEX Sun 7:20PM","37.56","46%","-12%","61","6.34","1.672","44","6","1","1.83","0","0/0","0","0","0","0","0","0",".000","12"
"*0512q*","Justin Slaten","BOS","RP","847","ALASKA","Active","28","TEX Sun 7:20PM","37.27","12%","-2%","13.1","6.75","1.575","17","3","0","3.40","7","0/0","0","0","0","0","0","0",".000","15"
"*02i37*","Lucas Giolito","SD","SP","872","BOS","Active","31","@BAL Sun 1:35PM","35.82","47%","-4%","20.2","4.35","1.742","14","1","0","0.78","0","0/0","0","0","0","0","0","0",".000","5"
"*05xoo*","Elmer Rodriguez","NYY","SP","932","45s","Reserve","22","@TOR Sun 1:37PM","32.57","43%","0%","13","4.15","1.846","6","1","0","0.67","0","0/0","0","0","0","0","0","0",".000","3"
"*04pko*","Grayson Rodriguez","LAA","SP","956","SUGA","Reserve","26","TB Sun 4:07PM","31.4","68%","-8%","23.1","8.10","1.800","23","2","0","1.77","0","0/0","0","0","0","0","0","0",".000","5"
"*060i2*","Jake Bennett","BOS","SP","958","45s","Reserve","25","TEX Sun 7:20PM","31.34","28%","+2%","15.1","5.28","1.500","8","2","0","1.60","0","0/0","0","0","0","0","0","0",".000","3"
"*02my5*","Edwin Diaz","LAD","RP","964","KCP","Inj Res","32","@CHW Sun 2:10PM","31.18","91%","0%","6","10.50","2.333","10","0","0","2.00","4","0/0","0","0","0","0","0","0",".000","7"
"*06mc1*","Trey Gibson","BAL","SP","976","MN","Minors","24","SD Sun 1:35PM","30.41","29%","0%","21.1","5.91","1.594","12","2","0","0.92","0","0/0","0","0","0","0","0","0",".000","5"
"*03di6*","Jordan Romano","COL","RP","997","BOS","Reserve","33","@ATH Sun 3:05PM","29.11","9%","0%","8","10.13","2.125","12","2","0","2.00","4","0/0","0","0","0","0","0","0",".000","11"
"*04a2t*","Kodai Senga","NYM","SP","1005","Rome","Inj Res","33","ATL Sun 1:40PM","28.36","58%","0%","20","9.00","1.950","23","4","1","1.77","0","0/0","0","0","0","0","0","0",".000","5"
"*061mh*","Robby Snelling","MIA","SP","1021","SSP","Inj Res","22","@PIT Sun 12:15PM","27.73","58%","-1%","5","5.40","1.800","2","1","0","0.50","0","0/0","0","0","0","0","0","0",".000","1"
"*04nb5*","Hunter Barco","PIT","RP","1023","AKR","Reserve","25","MIA Sun 12:15PM","27.61","26%","0%","11.2","7.71","1.971","8","1","0","0.89","1","0/0","0","0","0","0","0","0",".000","5"
"*004ee*","Max Scherzer","TOR","SP","1044","GOATS","Reserve","41","NYY Sun 1:37PM","26.6","29%","+2%","22","10.23","1.727","14","4","2","1.27","0","0/0","0","0","0","0","0","0",".000","6"
"*06at1*","Yariel Rodriguez","TOR","RP","1045","MN","Reserve","29","NYY Sun 1:37PM","26.58","5%","0%","9.1","7.71","2.036","6","1","0","0.86","1","0/0","0","0","0","0","0","0",".000","10"
"*04674*","Johan Oviedo","BOS","SP","1073","KCP","Inj Res","28","TEX Sun 7:20PM","25.4","23%","0%","3.2","9.82","1.909","3","0","0","3.00","0","0/0","0","0","0","0","0","0",".000","1"
"*06dqb*","Shane Smith","CHW","SP","1112","SSP","Reserve","26","LAD Sun 2:10PM","23.73","40%","-1%","8.1","10.80","2.520","11","2","0","1.22","0","0/0","0","0","0","0","0","0",".000","3"
"*067xm*","George Klassen","LAA","SP","1140","Rome","Reserve","24","TB Sun 4:07PM","22.54","25%","0%","4.2","11.57","3.643","6","1","0","0.60","0","0/0","0","0","0","0","0","0",".000","2"
"*02bqr*","Blake Snell","LAD","SP","1141","PAW","Inj Res","33","@CHW Sun 2:10PM","22.51","90%","0%","3","12.00","2.667","5","1","0","2.50","0","0/0","0","0","0","0","0","0",".000","1"
"*05zq4*","Ryan Johnson","LAA","RP","1147","GOATS","Minors","23","TB Sun 4:07PM","22.26","12%","0%","8.1","15.12","2.640","5","1","0","0.71","0","0/0","0","0","0","0","0","0",".000","4"
"*03mnq*","Carlos Estevez","KC","RP","1204","MN","Inj Res","33","HOU Sun 2:10PM","18.83","65%","-1%","0.1","162.00","18.000","0","1","0","0.00","0","0/0","0","0","0","0","0","0",".000","1"
"*05jp8*","Kevin Abel","CIN","SP","1206","KCP","Minors","27","ARI Sun 1:40PM","0","1%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05ydp*","Kade Anderson","SEA","SP","1365","SSP","Reserve","21","@WSH Sun 1:35PM","0","66%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
