day,mlbam_id,name,role,level,score_030,score_031,delta,rank_030,rank_031,class,continuity_floor_applied,arm_b_buckets
2026-07-23,814366,Cade Feeney,pitcher,AAA,5.39,4.21,-1.18,1656,1834,unintended,False,thin_current_sample_confidence
2026-07-23,690804,Ryan Nicholson,hitter,AAA,0,4.2,4.2,2440,1838,unintended,False,
2026-07-23,815292,Luis Martinez-Gomez,pitcher,AA,6.74,4.1,-2.64,1532,1856,unintended,False,thin_current_sample_confidence
2026-07-23,809685,Aiven Cabral,pitcher,A+,0,4.07,4.07,2482,1859,unintended,False,moderate_thin_sample_confidence
2026-07-23,671748,Casey Yamauchi,hitter,AAA,0,4.01,4.01,2292,1864,unintended,False,
2026-07-23,683353,Connor Caskenette,hitter,AA,0,3.94,3.94,2297,1873,unintended,False,moderate_thin_sample_confidence
2026-07-23,814269,Kevin Verde,hitter,AA,8.05,3.86,-4.19,1423,1883,unintended,False,thin_current_sample_confidence
2026-07-23,693243,Garrett Pennington,hitter,AA,0,3.8,3.8,2332,1888,unintended,False,
2026-07-23,683568,Jairo Iriarte,pitcher,AAA,3.04,3.66,0.62,1968,1909,unintended,False,moderate_thin_sample_confidence
2026-07-23,699228,Jakey Josepha,hitter,A+,0,3.61,3.61,2357,1917,unintended,False,
2026-07-23,805517,Jackson Steensma,pitcher,A,3.61,3.59,-0.02,1876,1920,unintended,False,thin_current_sample_confidence
2026-07-23,812363,Marlon Nieves,pitcher,A,3.56,3.55,-0.01,1887,1930,unintended,False,thin_current_sample_confidence
2026-07-23,701136,Kerrington Cross,hitter,A+,0,3.46,3.46,2392,1937,unintended,False,
2026-07-23,807740,Luke Shliger,hitter,AAA,4.11,3.45,-0.66,1815,1939,unintended,False,thin_current_sample_confidence
2026-07-23,823817,Jake McCutcheon,hitter,A+,0,3.44,3.44,2355,1942,unintended,False,moderate_thin_sample_confidence
2026-07-23,683103,Cade Doughty,hitter,AA,4.4,3.33,-1.07,1773,1954,unintended,False,thin_current_sample_confidence
2026-07-23,814343,Danny Flatt,pitcher,A,3.3,3.31,0.01,1920,1959,unintended,False,thin_current_sample_confidence
2026-07-23,700845,Adam Zebrowski,hitter,AAA,0,3.3,3.3,2255,1960,unintended,False,moderate_thin_sample_confidence
2026-07-23,701404,Fisher Jameson,pitcher,AAA,0,3.29,3.29,2602,1963,unintended,False,moderate_thin_sample_confidence
2026-07-23,696040,Po-Yu Chen,pitcher,AA,3.22,3.24,0.02,1934,1972,unintended,False,thin_current_sample_confidence
2026-07-23,696098,Jose Romero,pitcher,A+,0,3.21,3.21,2695,1977,intended,True,thin_current_sample_confidence
2026-07-23,701860,Carter Cunningham,hitter,AA,0,3.16,3.16,2291,1988,unintended,False,
2026-07-23,683104,Trey Faltine,hitter,AAA,4.29,2.98,-1.31,1789,2016,unintended,False,thin_current_sample_confidence
2026-07-23,800544,Cesar Lares,pitcher,A+,2.87,2.89,0.02,1987,2024,unintended,False,thin_current_sample_confidence
2026-07-23,807697,Jervis Alfaro,pitcher,A+,0.97,2.82,1.85,2161,2032,unintended,False,moderate_thin_sample_confidence
2026-07-23,833381,Jack Moroknek,hitter,A+,0,2.8,2.8,2349,2034,unintended,False,moderate_thin_sample_confidence
2026-07-23,824742,Logan Braunschweig,hitter,AA,0.78,2.8,2.02,2183,2035,unintended,False,moderate_thin_sample_confidence
2026-07-23,695605,Travis Smith,pitcher,AA,0,2.73,2.73,2825,2042,unintended,False,moderate_thin_sample_confidence
2026-07-23,686981,Brenden Dixon,hitter,AA,2.69,2.7,0.01,2006,2049,unintended,False,thin_current_sample_confidence
2026-07-23,693832,Tre Richardson III,hitter,AA,0,2.69,2.69,2453,2050,unintended,False,moderate_thin_sample_confidence
2026-07-23,703821,Myles Caba,pitcher,AA,5.77,2.62,-3.15,1626,2065,unintended,False,thin_current_sample_confidence
2026-07-23,701862,Jacob Walsh,hitter,A+,0,2.48,2.48,2352,2077,unintended,False,moderate_thin_sample_confidence
2026-07-23,690053,Chris Sargent,hitter,AA,2.33,2.35,0.02,2052,2087,unintended,False,thin_current_sample_confidence
2026-07-23,682999,Will Childers,pitcher,AAA,3.04,2.28,-0.76,1969,2093,unintended,False,thin_current_sample_confidence
2026-07-23,827620,Jake Shirk,pitcher,AA,3.47,2.27,-1.2,1894,2095,unintended,False,thin_current_sample_confidence
2026-07-23,687195,Jake Garland,pitcher,AAA,5.47,2.2,-3.27,1649,2100,unintended,False,thin_current_sample_confidence
2026-07-23,805879,Connor Foley,pitcher,A,2.13,2.11,-0.02,2067,2106,unintended,False,thin_current_sample_confidence
2026-07-23,702563,Mason Neville,hitter,A+,0,2.01,2.01,2413,2115,unintended,False,moderate_thin_sample_confidence
2026-07-23,681495,Cade Fergus,hitter,AAA,5.62,2.0,-3.62,1633,2116,unintended,False,thin_current_sample_confidence
2026-07-23,809231,Tom Poole,hitter,A+,0,1.96,1.96,2451,2120,unintended,False,moderate_thin_sample_confidence
2026-07-23,815586,Joe Olsavsky,hitter,AAA,1.81,1.76,-0.05,2092,2134,unintended,False,thin_current_sample_confidence
2026-07-23,835054,Cale Wetwiska,pitcher,A,1.73,1.74,0.01,2100,2136,unintended,False,thin_current_sample_confidence
2026-07-23,804466,Carter Garate,hitter,AAA,2.07,1.7,-0.37,2075,2139,unintended,False,thin_current_sample_confidence
2026-07-23,685719,Fernando Sanchez,pitcher,AAA,7.84,1.61,-6.23,1437,2142,unintended,False,thin_current_sample_confidence
2026-07-23,815133,Cameron Sisneros,hitter,AA,0.85,1.6,0.75,2172,2144,unintended,False,moderate_thin_sample_confidence
2026-07-23,811573,Myles Patton,pitcher,A,1.6,1.59,-0.01,2107,2145,unintended,False,thin_current_sample_confidence
2026-07-23,692226,Ty Floyd,pitcher,A+,1.52,1.53,0.01,2116,2152,unintended,False,thin_current_sample_confidence
2026-07-23,691942,Jack O'Dowd,hitter,AA,0,1.47,1.47,2350,2155,unintended,False,moderate_thin_sample_confidence
2026-07-23,813869,Ryan Degges,pitcher,A+,3.41,1.47,-1.94,1905,2156,unintended,False,thin_current_sample_confidence
2026-07-23,679754,Alberto Rodriguez,hitter,AA,1.46,1.44,-0.02,2118,2158,unintended,False,thin_current_sample_confidence
2026-07-23,687268,K.C. Hunt,pitcher,AAA,3.51,1.23,-2.28,1892,2177,unintended,False,thin_current_sample_confidence
2026-07-23,702631,Adonys Guzman,hitter,A+,0,1.22,1.22,2256,2178,unintended,False,moderate_thin_sample_confidence
2026-07-23,695046,Drew Brutcher,hitter,AA,0,1.17,1.17,2315,2184,unintended,False,moderate_thin_sample_confidence
2026-07-23,827637,Dalton McIntyre,hitter,AA,0,1.13,1.13,2303,2189,unintended,False,moderate_thin_sample_confidence
2026-07-23,703198,Kenni Gomez,hitter,AA,1.35,0.79,-0.56,2127,2219,unintended,False,thin_current_sample_confidence
2026-07-23,700784,Jeron Williams,hitter,AA,0.54,0.57,0.03,2206,2238,unintended,False,thin_current_sample_confidence
2026-07-23,811229,Ubert Mejias,pitcher,A+,0,0.46,0.46,2839,2247,unintended,False,moderate_thin_sample_confidence
2026-07-23,806998,Hendry Chivilli,pitcher,A,0.43,0.4,-0.03,2215,2253,unintended,False,thin_current_sample_confidence
2026-07-23,683061,Alexander Vargas,hitter,AA,0.32,0.34,0.02,2222,2256,unintended,False,thin_current_sample_confidence
2026-07-23,694399,Elijah Nunez,hitter,AA,0,0.34,0.34,2321,2257,unintended,False,moderate_thin_sample_confidence
2026-07-23,822163,Kellan Oakes,pitcher,A+,0,0.34,0.34,2715,2258,unintended,False,moderate_thin_sample_confidence
2026-07-23,801039,John Garcia,hitter,AA,0,0.27,0.27,2367,2265,unintended,False,moderate_thin_sample_confidence
2026-07-23,821092,Dalvinson Reyes,pitcher,A,0.28,0.25,-0.03,2227,2270,unintended,False,thin_current_sample_confidence
2026-07-23,808333,Dariel Francia,pitcher,A,0.16,0.18,0.02,2245,2278,unintended,False,thin_current_sample_confidence
2026-07-23,833080,Ethan Walker,pitcher,A,0.06,0.04,-0.02,2251,2287,unintended,False,thin_current_sample_confidence
2026-07-23,699305,Diego Mosquera,hitter,AA,2.52,0,-2.52,2033,2342,unintended,False,thin_current_sample_confidence
2026-07-23,694204,Maikol Hernández,hitter,AAA,0.15,0,-0.15,2246,2419,unintended,False,thin_current_sample_confidence
2026-07-23,692366,Onil Perez,hitter,AA,0.78,0,-0.78,2184,2438,unintended,False,thin_current_sample_confidence
2026-07-23,815084,Ben Simon,pitcher,AAA,4.61,0,-4.61,1748,2514,unintended,False,thin_current_sample_confidence
2026-07-23,682981,Derek Diamond,pitcher,AAA,1.83,0,-1.83,2091,2576,unintended,False,thin_current_sample_confidence
2026-07-23,828506,Joey Danielson,pitcher,AA,0.49,0,-0.49,2210,2685,unintended,False,thin_current_sample_confidence
2026-07-23,681328,Jonny Cuevas,pitcher,AAA,2.56,0,-2.56,2028,2689,unintended,False,thin_current_sample_confidence
2026-07-23,687881,Kenten Egbert,pitcher,AAA,0.27,0,-0.27,2230,2719,unintended,False,thin_current_sample_confidence
2026-07-23,692589,Victor Juarez,pitcher,AAA,5.47,0,-5.47,1650,2840,unintended,False,thin_current_sample_confidence
2026-07-24,816113,Eli Willits,hitter,A+,67.89,68.26,0.37,2,2,unintended,False,
2026-07-24,703155,Lazaro Montes,hitter,AAA,40.81,42.02,1.21,39,37,unintended,False,
2026-07-24,815394,Theo Gillen,hitter,AA,39.26,40.03,0.77,46,42,unintended,False,
2026-07-24,815785,Braylon Doughty,pitcher,AA,33.87,34.71,0.84,67,63,unintended,False,
2026-07-24,703596,Karson Milbrandt,pitcher,AAA,30.28,34.61,4.33,112,64,unintended,False,moderate_thin_sample_confidence
2026-07-24,803849,Devin Fitz-Gerald,hitter,AA,29.66,33.92,4.26,130,69,unintended,False,
2026-07-24,815352,Caleb Bonemer,hitter,AA,33.27,33.91,0.64,79,70,unintended,False,
2026-07-24,800611,Noble Meyer,pitcher,A,26.21,33.23,7.02,218,84,intended,True,thin_current_sample_confidence
2026-07-24,694211,Manuel Pena,hitter,AAA,26.92,33.04,6.12,195,87,unintended,False,
2026-07-24,815792,Chase Harlan,hitter,A+,31.47,32.3,0.83,95,95,unintended,False,
2026-07-24,814409,Seaver King,hitter,AAA,31.76,31.86,0.1,93,97,unintended,False,
2026-07-24,695667,Ben Kudrna,pitcher,AAA,14.53,31.2,16.67,844,102,intended,True,thin_current_sample_confidence
2026-07-24,815304,Josh Adamczewski,hitter,AA,24.55,30.74,6.19,265,109,unintended,False,
2026-07-24,809100,Ixan Henderson,pitcher,A,19.15,30.72,11.57,524,110,intended,True,thin_current_sample_confidence
2026-07-24,816111,Tate Southisene,hitter,A+,30.08,30.36,0.28,117,119,unintended,False,
2026-07-24,703197,Michael Arroyo,hitter,AAA,16.56,29.36,12.8,695,140,unintended,False,
2026-07-24,700164,Bryant Betancourt,hitter,AAA,14.76,29.08,14.32,828,150,unintended,False,
2026-07-24,802126,Joe Whitman,pitcher,AAA,27.81,28.87,1.06,170,156,unintended,False,
2026-07-24,806957,Alfredo Duno,hitter,AA,14.97,28.61,13.64,807,162,unintended,False,
2026-07-24,702484,Jackson Cox,pitcher,AA,26.85,28.36,1.51,198,166,unintended,False,
2026-07-24,828137,Miguel Sime Jr.,pitcher,A+,27.41,27.53,0.12,177,185,unintended,False,
2026-07-24,805207,Caden Bodine,hitter,AA,26.33,26.81,0.48,216,206,unintended,False,
2026-07-24,815873,Sean Keys,hitter,AAA,15.98,26.31,10.33,730,224,unintended,False,
2026-07-24,702650,Michael Forret,pitcher,AAA,22.45,26.19,3.74,355,227,unintended,False,
2026-07-24,694370,Levi Wells,pitcher,AAA,26.12,26.14,0.02,221,228,unintended,False,thin_current_sample_confidence
2026-07-24,691181,Emmanuel Rodriguez,hitter,AAA,26.02,26.03,0.01,225,233,unintended,False,thin_current_sample_confidence
2026-07-24,815929,Jhonny Level,hitter,A+,24.45,25.97,1.52,267,235,unintended,False,
2026-07-24,800537,Christian Zazueta,pitcher,AA,19.14,25.64,6.5,525,246,unintended,False,moderate_thin_sample_confidence
2026-07-24,803833,Garrett Baumann,pitcher,AAA,21.41,25.48,4.07,407,249,unintended,False,
2026-07-24,691641,Jose Acuna,pitcher,AAA,18.01,25.41,7.4,602,255,unintended,False,
2026-07-24,830402,Kendry Chourio,pitcher,A+,17.89,25.37,7.48,614,256,unintended,False,moderate_thin_sample_confidence
2026-07-24,814351,Lucas Braun,pitcher,AAA,22.72,25.18,2.46,336,260,unintended,False,
2026-07-24,800540,Hector Osorio,hitter,A+,21.23,24.32,3.09,413,285,unintended,False,
2026-07-24,702652,Andrew Fischer,hitter,AA,23.68,24.22,0.54,292,288,unintended,False,
2026-07-24,683363,Matt Wilkinson,pitcher,AAA,19.52,23.76,4.24,497,302,unintended,False,moderate_thin_sample_confidence
2026-07-24,702619,Luke Hill,hitter,AA,14.94,23.58,8.64,808,312,unintended,False,moderate_thin_sample_confidence
2026-07-24,808087,Junior Sanchez,pitcher,AA,19.47,23.46,3.99,502,317,unintended,False,moderate_thin_sample_confidence
2026-07-24,815617,Kayson Cunningham,hitter,A+,22.79,23.15,0.36,332,332,unintended,False,
2026-07-24,701339,Marek Houston,hitter,AA,22.19,22.86,0.67,364,347,unintended,False,
2026-07-24,808129,Juan Flores,hitter,AA,12.13,22.8,10.67,1044,348,unintended,False,moderate_thin_sample_confidence
2026-07-24,809733,Connor Wietgrefe,pitcher,AAA,19.3,22.78,3.48,514,349,unintended,False,
2026-07-24,694753,Khristian Curtis,pitcher,AAA,17.17,22.77,5.6,658,351,unintended,False,
2026-07-24,815626,Ethan Bagwell,pitcher,A+,13.06,22.73,9.67,964,354,unintended,False,
2026-07-24,826315,Cole Hertzler,pitcher,AA,15.22,22.56,7.34,792,368,unintended,False,moderate_thin_sample_confidence
2026-07-24,691828,Sem Robberse,pitcher,A,22.03,22.45,0.42,374,373,intended,True,thin_current_sample_confidence
2026-07-24,800176,Carlos Sanchez,hitter,AA,10.62,22.4,11.78,1171,377,unintended,False,
2026-07-24,806258,Thomas White,pitcher,AAA,24.71,22.13,-2.58,259,387,unintended,False,thin_current_sample_confidence
2026-07-24,800305,Jesús  Báez,hitter,AA,13.45,21.96,8.51,930,394,unintended,False,
2026-07-24,699115,Carlos Jorge,hitter,AAA,10.73,21.87,11.14,1164,398,unintended,False,
2026-07-24,700731,Keiner Delgado,hitter,AAA,10.68,21.62,10.94,1167,412,unintended,False,
2026-07-24,808365,Dameury Pena,hitter,A+,10.92,21.36,10.44,1142,430,unintended,False,
2026-07-24,692150,Émilien Pitre,hitter,AA,20.79,21.22,0.43,432,434,unintended,False,
2026-07-24,827719,Jake Munroe,hitter,AA,12.95,20.94,7.99,975,446,unintended,False,
2026-07-24,701178,Rafe Schlesinger,pitcher,AA,18.08,20.82,2.74,595,452,unintended,False,moderate_thin_sample_confidence
2026-07-24,703615,Jose Cabrera,pitcher,AAA,12.23,20.75,8.52,1036,458,unintended,False,moderate_thin_sample_confidence
2026-07-24,696143,Anthony Solometo,pitcher,AA,9.86,20.71,10.85,1245,462,intended,True,thin_current_sample_confidence
2026-07-24,813536,Juan Valera,pitcher,A+,19.43,20.51,1.08,506,474,intended,True,thin_current_sample_confidence
2026-07-24,694860,Jake Brooks,pitcher,AAA,14.22,20.38,6.16,870,483,unintended,False,
2026-07-24,814430,Brett Callahan,hitter,AAA,11.64,20.21,8.57,1079,487,unintended,False,
2026-07-24,703610,Justin Lamkin,pitcher,AA,22.62,20.18,-2.44,345,492,unintended,False,thin_current_sample_confidence
2026-07-24,820832,Blake Aita,pitcher,AA,8.77,20.1,11.33,1348,500,unintended,False,
2026-07-24,807720,Garret Forrester,hitter,AAA,22.89,20.05,-2.84,331,502,unintended,False,thin_current_sample_confidence
2026-07-24,702270,Malcolm Moore,hitter,AA,19.47,20.01,0.54,501,507,unintended,False,
2026-07-24,699151,Jedixson Paez,pitcher,AA,19.92,19.91,-0.01,483,513,unintended,False,thin_current_sample_confidence
2026-07-24,807267,JD Dix,hitter,A+,19.36,19.84,0.48,509,517,unintended,False,
2026-07-24,828824,Josiah Ragsdale,hitter,AA,9.08,19.72,10.64,1320,523,unintended,False,
2026-07-24,825576,Brandt Thompson,pitcher,AAA,12.67,19.72,7.05,999,524,unintended,False,moderate_thin_sample_confidence
2026-07-24,689818,David Sandlin,pitcher,AAA,20.22,19.58,-0.64,461,527,unintended,False,thin_current_sample_confidence
2026-07-24,691021,A.J. Vukovich,hitter,AAA,19.52,19.54,0.02,496,529,unintended,False,thin_current_sample_confidence
2026-07-24,804249,Tate Kuehner,pitcher,AAA,19.28,19.27,-0.01,515,543,unintended,False,thin_current_sample_confidence
2026-07-24,803385,Jay Harry,hitter,AAA,15.84,19.26,3.42,747,544,unintended,False,moderate_thin_sample_confidence
2026-07-24,701056,Josh Grosz,pitcher,AA,19.02,19.03,0.01,535,560,unintended,False,thin_current_sample_confidence
2026-07-24,806263,Brandon Winokur,hitter,AA,13.58,19.02,5.44,916,561,unintended,False,
2026-07-24,805127,Devin Taylor,hitter,AA,18.69,19.0,0.31,561,564,unintended,False,
2026-07-24,679922,Carlos Duran,pitcher,AAA,18.96,18.98,0.02,539,566,unintended,False,thin_current_sample_confidence
2026-07-24,800125,Fernando Perez,pitcher,AA,17.13,18.85,1.72,661,576,intended,True,thin_current_sample_confidence
2026-07-24,701780,Tanner McDougal,pitcher,AAA,19.1,18.45,-0.65,527,607,unintended,False,thin_current_sample_confidence
2026-07-24,701750,Bennett Thompson,hitter,AA,5.9,18.23,12.33,1620,616,unintended,False,
2026-07-24,678142,Cedric De Grandpre,pitcher,AA,14.81,18.06,3.25,823,626,unintended,False,
2026-07-24,824600,Riley Maddox,pitcher,AA,5.87,17.72,11.85,1625,648,unintended,False,
2026-07-24,834978,Danny Thompson Jr.,pitcher,AA,11.18,17.66,6.48,1114,652,unintended,False,moderate_thin_sample_confidence
2026-07-24,809844,Kien Vu,hitter,AA,4.94,17.65,12.71,1721,654,unintended,False,
2026-07-24,682982,Daniel Espino,pitcher,AAA,17.62,17.64,0.02,627,655,unintended,False,thin_current_sample_confidence
2026-07-24,701337,Ethan Petry,hitter,AA,17.24,17.62,0.38,656,656,unintended,False,
2026-07-24,809840,Micah Ashman,pitcher,AA,17.53,17.3,-0.23,631,679,unintended,False,thin_current_sample_confidence
2026-07-24,682769,Eiberson Castellano,pitcher,AAA,13.08,17.26,4.18,961,684,unintended,False,
2026-07-24,703680,Brandon Compton,hitter,AA,16.23,17.21,0.98,716,686,unintended,False,
2026-07-24,805790,Cody Bowker,pitcher,A+,11.13,17.14,6.01,1122,690,unintended,False,moderate_thin_sample_confidence
2026-07-24,807716,Ty Langenberg,pitcher,AAA,16.0,17.01,1.01,728,696,unintended,False,moderate_thin_sample_confidence
2026-07-24,800569,Alberto Barriga,hitter,AA,10.18,16.95,6.77,1209,698,unintended,False,moderate_thin_sample_confidence
2026-07-24,807485,Davian Garcia,pitcher,AA,16.96,16.93,-0.03,668,700,unintended,False,thin_current_sample_confidence
2026-07-24,805942,Zach Royse,pitcher,A+,9.61,16.88,7.27,1266,704,unintended,False,
2026-07-24,828599,Lucas Spence,hitter,AAA,5.13,16.84,11.71,1694,706,unintended,False,
2026-07-24,813715,Khadim Diaw,hitter,AA,10.04,16.54,6.5,1227,727,unintended,False,
2026-07-24,800231,Won-Bin Cho,hitter,AA,6.64,16.49,9.85,1555,733,unintended,False,
2026-07-24,800017,Jose Montero,pitcher,AA,13.12,16.22,3.1,957,749,unintended,False,moderate_thin_sample_confidence
2026-07-24,702965,Hiro Wyatt,pitcher,A,16.15,16.16,0.01,722,754,unintended,False,thin_current_sample_confidence
2026-07-24,682620,Richard Gallardo,pitcher,AAA,15.83,16.12,0.29,749,756,unintended,False,moderate_thin_sample_confidence
2026-07-24,827408,Ramon Marquez,pitcher,A+,12.14,15.95,3.81,1043,765,unintended,False,moderate_thin_sample_confidence
2026-07-24,699314,David Davalillo,pitcher,AAA,14.4,15.86,1.46,857,778,unintended,False,moderate_thin_sample_confidence
2026-07-24,687223,Carson Palmquist,pitcher,AAA,15.75,15.77,0.02,756,786,unintended,False,thin_current_sample_confidence
2026-07-24,801796,Eli Jones,pitcher,AA,5.55,15.66,10.11,1651,793,unintended,False,moderate_thin_sample_confidence
2026-07-24,691437,Adrian Pinto,hitter,AA,17.93,15.61,-2.32,607,796,unintended,False,thin_current_sample_confidence
2026-07-24,695604,T.J. White,hitter,AA,8.79,15.41,6.62,1345,810,unintended,False,moderate_thin_sample_confidence
2026-07-24,821150,Enddy Azocar,hitter,A+,15.28,15.37,0.09,787,814,unintended,False,moderate_thin_sample_confidence
2026-07-24,802357,Drue Hackenberg,pitcher,AAA,18.89,15.18,-3.71,544,824,unintended,False,thin_current_sample_confidence
2026-07-24,700255,Jacob Steinmetz,pitcher,A,12.95,15.15,2.2,976,828,intended,True,thin_current_sample_confidence
2026-07-24,802410,Jacob Zibin,pitcher,A+,10.1,15.14,5.04,1219,832,unintended,False,moderate_thin_sample_confidence
2026-07-24,695722,Boston Smith,hitter,AA,2.62,15.03,12.41,2036,838,unintended,False,
2026-07-24,804123,Joey Volini,pitcher,AA,15.8,15.01,-0.79,752,839,unintended,False,thin_current_sample_confidence
